team_id,sprint_id,planned_story_points,total_tasks,actual_sprint_cost,initial_predicted_sprint_cost,residual,initial_absolute_error,initial_absolute_percentage_error,sprint_size_band,small_vs_large,mid_predicted_sprint_cost,mid_absolute_error,mid_absolute_percentage_error,mid_absolute_error_improvement,mid_percentage_error_improvement,mid_beats_initial
T22,S2424,3.0,1,789.0,1167.678190198182,-378.67819019818194,378.67819019818194,47.9947009123171,small,small,1230.510976202668,441.51097620266796,55.958298631516854,-62.832786004486024,-7.963597719199754,False
T22,S2425,0.0,1,2223.5,1055.0582192105899,1168.4417807894101,1168.4417807894101,52.54966407867821,small,small,1013.1530165207938,1210.3469834792063,54.434314525712004,-41.90520268979617,-1.884650447033792,False
T22,S2428,0.0,3,3390.4,2745.7611221216284,644.6388778783717,644.6388778783717,19.013652603774528,small,small,2669.6687375340293,720.7312624659708,21.25800089859517,-76.0923845875991,-2.244348294820643,False
T3,S243,2.0,5,4339.5,5164.872179145856,-825.3721791458556,825.3721791458556,19.01998338854374,small,small,4978.966715164157,639.466715164157,14.735953800303193,185.90546398169863,4.284029588240546,True
T22,S2430,0.0,1,791.5,1055.0582192105899,-263.55821921058987,263.55821921058987,33.29857475812885,small,small,1013.1530165207938,221.6530165207938,28.004171386076287,41.905202689796056,5.294403372052564,True
T22,S2432,0.0,5,7292.7,7115.282547613696,177.41745238630392,177.41745238630392,2.4328088689553105,small,small,6744.0030085129465,548.6969914870533,7.523921064722988,-371.2795391007494,-5.091112195767678,False
T22,S2433,0.5,1,1631.6,1105.4139776881339,526.186022311866,526.186022311866,32.24969491982508,small,small,1063.8373818614166,567.7626181385833,34.7979050097195,-41.576595826717266,-2.548210089894418,False
T22,S2434,0.0,3,3777.2,7589.322331611052,-3812.122331611052,3812.122331611052,100.92455606298454,small,small,6522.6690073977325,2745.4690073977326,72.68529618229728,1066.6533242133191,28.239259880687257,True
T22,S2436,0.0,1,4452.1,1055.0582192105899,3397.0417807894105,3397.0417807894105,76.30200985578513,small,small,1013.1530165207938,3438.9469834792067,77.24325562047586,-41.90520268979617,-0.9412457646907342,False
T22,S2437,0.0,1,1054.8,1055.0582192105899,-0.25821921058991393,0.25821921058991393,0.02448039539153526,small,small,1019.3747922067145,35.425207793285495,3.358476279226915,-35.16698858269558,-3.33399588383538,False
T3,S244,9.0,6,9766.4,13950.422784337445,-4184.022784337445,4184.022784337445,42.840993450375215,medium,small,15678.484415518109,5912.084415518109,60.53494036203831,-1728.0616311806643,-17.693946911663097,False
T22,S2446,5.0,2,3339.9,30397.753923710006,-27057.853923710005,27057.853923710005,810.1396426153478,medium,small,37035.845059624786,33695.945059624784,1008.8908368401684,-6638.091135914779,-198.75119422482055,False
T22,S2448,3.0,1,783.4,1227.5484193092257,-444.1484193092257,444.1484193092257,56.69497310559429,small,small,1343.2986121797746,559.8986121797747,71.4703359943547,-115.75019287054897,-14.775362888760405,False
T22,S2449,11.0,6,5669.1,14039.599950413867,-8370.499950413867,8370.499950413867,147.65130180123595,medium,small,16604.555025981612,10935.455025981611,192.8957863855217,-2564.9550755677446,-45.24448458428574,False
T3,S245,8.0,12,10533.9,24256.66303521561,-13722.76303521561,13722.76303521561,130.27238757929743,medium,small,25046.859799827518,14512.959799827519,137.77385203796808,-790.1967646119083,-7.501464458670654,False
T22,S2451,0.0,6,24958.4,7420.627110697896,17537.772889302105,17537.772889302105,70.2680175383923,small,small,7352.949085950592,17605.45091404941,70.53918085313725,-67.67802474730343,-0.27116331474495325,False
T22,S2454,0.0,3,5623.4,7589.322331611052,-1965.922331611052,1965.922331611052,34.95967442492179,small,small,6513.515692057512,890.1156920575122,15.828781378836865,1075.8066395535398,19.13089304608493,True
T22,S2458,0.0,1,632.4,1076.024309067072,-443.624309067072,443.624309067072,70.14932148435673,small,small,1029.5140380454102,397.1140380454102,62.79475617416354,46.510271021661765,7.354565310193195,True
